"No.","Municipio_Original","CVEGEO","NOM_MUN","Rubro","Ejercicio","Obra","Localidad","Inversión","Avance","Habitantes beneficiados"
"702","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2023","Rehabilitación de Centro Gerontológico Integral de Pachuca de Soto","Pachuca de Soto",3114197.5,"0.96","NA"
"703","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2023","Rehabilitación en azoteas fachadas y anexo del CRIH sede Pachuca de Soto.","Pachuca de Soto",2286214.5,"1","NA"
"704","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2023","Estudio y proyecto para la construcción del nuevo edificio de Oficinas Gubernamentales.","Pachuca de Soto",7378316.46,"1","NA"
"705","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2023","Reestructuración de puente del área de Coordinación de Enseñanza del Hospital del Niño DIF","Pachuca de Soto",554828.46,"1","NA"
"706","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2023","Construcción de lago artificial fuentes esculturas y servicios de control que se ubican en torno al pisal homenaje a la Mujer del Mundo en Pachuca de Soto Hgo.","Pachuca de Soto",35761746.43,"0.61","NA"
"707","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2023","Mejoramiento estacionamiento PGJEH","Pachuca de Soto",938287.69,"1","NA"
"708","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2023","Construcción de instalaciones de servicios básicos y terracerías para el Centro Cultural y Recreativo del Parque Ben Gurión en Pachuca de Soto Hgo.","Pachuca de Soto",60652922.69,"0.55000000000000004","NA"
"709","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2023","Construcción de estacionamiento y andadores ubicados en torno al Auditorio Gota de Plata en Pachuca de Soto Hgo.","Pachuca de Soto",66284008.31,"0.56799999999999995","NA"
"710","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2023","Construcción de vialidad interior del Centro Deportivo Hidalguense y de Alto Rendimiento","Pachuca de Soto",4005231.63,"1","NA"
"711","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2023","Mejoramiento y ampliación al CERESO Pachuca","Pachuca de Soto",11124644.16,"0.98199999999999998","NA"
"712","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2023","Rehabilitación de pintura de puertas rejas ventanas y muros interiores y exteriores del inmueble de la Plaza de Toros Monumental Vicente Segura de la ciudad de Pachuca de Soto Hidalgo.","Pachuca de Soto",3984286.36,"1","NA"
"713","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2023","Construcción de Cuartel de Policía en Col. Cubitos Pachuca de Soto Hgo.","Pachuca de Soto",19345520,"0.79","NA"
"714","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2023","Construcción de red de agua potable y cisterna para el CERESO de Pachuca de Soto Hgo.","Pachuca de Soto",3337931.97,"1","NA"
"715","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2023","Estabilidad de taludes de la Secretaría de Seguridad Pública de Hidalgo en Pachuca de Soto Hgo.","Pachuca de Soto",1844707.91,"1","NA"
"716","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2023","Construcción de dormitorios CERESO Pachuca de Soto Hgo.","Pachuca de Soto",11125472.37,"0.69400000000000006","NA"
"717","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2023","Impermeabilización De losa de techo de la Secretaría de Seguridad Pública de Hidalgo en Pachuca de Soto Hgo.","Pachuca de Soto",2555241.14,"1","NA"
"718","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2023","Modernización de instalaciones de la Feria San Francisco Primera Etapa","Pachuca de Soto",59520696.41,"1","NA"
"719","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2023","Rehabilitación Cancha de Futbol Soccer Cedar en el municipio de Pachuca de Soto","Pachuca de Soto",1810953.51,"1","NA"
"720","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2023","Rehabilitación Cancha de Futbol Soccer Aeropuerto en el municipio de Pachuca de Soto","Pachuca de Soto",1335937.8,"1","NA"
"721","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2023","Rehabilitación Estadio Revolución en el municipio de Pachuca de Soto","Pachuca de Soto",7301728.12,"1","NA"
"722","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2023","Modificación del inmueble ubicado en calle 16 de Enero de 1869 colonia Periodistas en Pachuca de Soto Hidalgo para ser la nueva sede de la Secretaría de Movilidad y Transporte consistente en la adecuación de accesos y habilitación de oficinas","Pachuca de Soto",2899702,"1","NA"
"723","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2023","Desarrollo del proyecto ejecutivo arquitectónico para la remodelación del Parque David Ben Gurión que proyecte la creación de espacios recreativos culturales y de integración familiar en la ciudad de Pachuca de Soto Hidalgo","Pachuca de Soto",10958957.66,"1","NA"
"724","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2023","Retiro suministro instalación y puesta en marcha de elevadores de pasajeros 6 paradas con capacidad máxima de 1000 kilogramos cada uno para el inmueble que ocupa el Palacio de Gobierno de la Ciudad de Pachuca de Soto Hidalgo incluye adquisición y sustitución de puertas botoneras cabinas de acero inoxidable maquinaria y sistema de desplazamiento en medidas adecuadas a los cubos existentes al interior del inmueble","Pachuca de Soto",5925977.18,"1","NA"
"725","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2023","Mantenimiento integral Aeropuerto Nacional de Pachuca ""Juan Guillermo Villasana""","Pachuca de Soto",20868450.69,"1","NA"
"726","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2023","Ampliación de gimnasio de usos múltiples en el Centro Deportivo Hidalguense y de Alto Rendimiento.","Pachuca de Soto",7624254,"0.97","NA"
"727","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2023","Sustitución de Cancelería en Fachadas de Palacio de Gobierno del Poder Ejecutivo del Estado de Hidalgo","Pachuca de Soto",35845684.75,"0.69","NA"
"728","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2023","Reciclando Transformamos Hidalgo.","Pachuca de Soto",181454,"1","NA"
"689","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2022","Inversión de 4.8 mdp en la rehabilitación mayor de 7 pozos profundos de la zona metropolitana de Pachuca.","Pachuca de Soto",4794321.86,"1","NA"
"730","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2022","Rehabilitación de drenaje sanitario pintura en muros exteriores e impermeabilizante en la Casa Asistencial de la Tercera Edad","Pachuca de Soto",7817720.89,"1","NA"
"731","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2022","Mejoramiento de las condiciones de accesibilidad del CRIH sede Pachuca","Pachuca de Soto",4912349.58,"1","NA"
"732","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2022","Contratación de trabajos de mantenimiento integral de instalaciones hidrosanitarias sustitución de aplanado en muros impermeabilización de loza y rehabilitación de instalaciones eléctricas en el inmueble que ocupa el Archivo General del Estado","Pachuca de Soto",881932.56,"1","NA"
"733","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2022","Contratación de trabajos de impermeabilización de loza reparación de drenajes pluviales y de sustitución de techumbre del inmueble que ocupa la Dirección General de Radio y Televisión","Pachuca de Soto",2550692.36,"1","NA"
"734","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2022","Rehabilitación de la Casa de la Niña","Pachuca de Soto",2253847.17,"1","NA"
"735","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2022","Terminación de Elevadores de Puentes Peatonales (IMSS - SEP -Juan C. Doria)","Pachuca de Soto",3169831.27,"1","NA"
"736","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2022","Construcción de auditorio Villa Aquiles Serdán municipio de Pachuca de Soto","Pachuca de Soto",15798659.09,"1","NA"
"737","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2022","Rehabilitación de ciclopista tramo 2 (guarniciones andadores y puentes)","Pachuca de Soto",1359709.94,"1","NA"
"738","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2022","Rehabilitación de ciclopista tramo 1 (guarniciones andadores y puentes)","Pachuca de Soto",1567606.73,"1","NA"
"739","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2022","Fortalecimiento para la Atención de Niñas Niños y Adolescentes Migrantes en Pachuca Hidalgo para la Remodelación del Inmueble Albergue para Niñez y Adolescencia Migrante Acompañada y No Acompañada","Pachuca de Soto",1344011.74,"1","NA"
"740","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2022","Construcción de sanitarios y área recreativa infantil en Centro de Atención Psicopedagógica de Educación Preescolar (CAPEP)","Pachuca de Soto",986953.53,"1","NA"
"741","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2022","Construcción en acceso a estacionamiento en Centro de Atención Psicopedagógica de Educación Preescolar (CAPEP)","Pachuca de Soto",984988.45,"1","NA"
"742","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2022","Construcción del Centro Estatal de Justicia Alternativa (obra exterior)","Pachuca de Soto",1297153.54,"1","NA"
"743","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2022","Trabajos de acabados en el Centro Estatal de Justicia Alternativa","Pachuca de Soto",344855.22,"1","NA"
"744","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Carretera","2023","Reconstrucción asfáltica y rehabilitación del Río de las Avenidas en el municipio de Pachuca de Soto","Pachuca de Soto",43321171.73,"1","NA"
"745","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Carretera","2023","Rehabilitación de Carpeta Asfáltica en el Blvd. Everardo Márquez en la Colonia Periodistas en el Municipio de Pachuca","Pachuca de Soto",1634689.96,"1","NA"
"746","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Carretera","2023","Rehabilitación de pavimento asfáltico Boulevard Nuevo Hidalgo tramo Blvd. Rojo Gómez - Blvd. Colosio","Pachuca de Soto",13294254.15,"1","NA"
"868","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Carretera","2024","Pavimentación con concreto hidráulico Blvd. Everardo Márquez del Km. 0+000 al 5+800 de Puente Tuzos - Rio de las Avenidas (dos cuerpos).","Pachuca de Soto",266856944.33,"0.99","NA"
"869","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2024","Rehabilitación de calles de acceso Valle de San Javier entronque Río de las Avenidas Pachuca de Soto","Pachuca de Soto",7831703.58,"0.88980000000000004","NA"
"870","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2024","Rehabilitación de la Av. Solidaridad del km 0+000 al km 0+900 en el municipio de Pachuca de Soto","Pachuca de Soto",16356187.17,"0.53","NA"
"871","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2024","Rehabilitación de avenida Corona del Rosal conjunto habitacional Juan C. Doria en el municipio de Pachuca de Soto","Pachuca de Soto",7282315.28,"0.73219999999999996","NA"
"872","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2024","Rehabilitación de Av. Federalismo colonia El Palmar en el municipio de Pachuca (segunda etapa)","Pachuca de Soto",5559566.32,"0.74680000000000002","NA"
"873","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2024","Reconstrucción de pavimento de concreto hidráulico en calle San Martín de Porres Pachuca de Soto","Pachuca de Soto",3509851.8,"0.14099999999999999","NA"
"874","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2024","Reconstrucción en calle Nicolás Flores colonia centro Pachuca de Soto","Pachuca de Soto",923928.4,"0.48099999999999998","NA"
"875","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2024","Reconstrucción de pavimento asfáltico en calle Campo de Tiro municipio de Pachuca de Soto","Pachuca de Soto",6555667.43,"1","NA"
"876","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2024","Rehabilitación y mejoramiento de la imagen urbana sobre el Boulevard Felipe Ángeles zona del hospital IMSS en el municipio de Pachuca de Soto.","Pachuca de Soto",2702600.04,"0.85199999999999998","NA"
"877","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2024","Construcción del colector pluvial Real de la Plata en el municipio de Pachuca de Soto.","Pachuca de Soto",34168251.17,"0.49509999999999998","NA"
"878","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2024","Reparación de tubería de drenaje Blvd. Río de las Avenidas en el municipio de Pachuca","Pachuca de Soto",2682675.39,"1","NA"
"879","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2024","Construcción del Dren Pluvial Norponiente en el municipio de Pachuca de Soto.","Pachuca de Soto",24987511.05,"1","NA"
"880","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2024","Mejoramiento del Centro de Justicia para Mujeres del Estado de Hidalgo","Pachuca de Soto",780045.28,"0.41","NA"
"881","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2024","Sistema de captación de agua de lluvia en las instalaciones de la SEMARNATH.","Pachuca de Soto",622754.4,"0.97699999999999998","NA"
"882","Pachuca De Soto","13048","Pachuca de Soto","Vialidades Urbanas","2024","Rehabilitación de avenida Álamo del 0+000 al km 1+020 San Pedro Nopancalco municipio de Pachuca de Soto","Pachuca de Soto",20074051.78,"0.18","NA"
"883","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2024","Rehabilitación de las instalaciones de Radio y Televisión de Hidalgo ubicadas en el municipio de Pachuca","Pachuca de Soto",4270310.31,"0.45","NA"
"884","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2024","Sustitución de cancelería en fachadas de Palacio de Gobierno del Poder Ejecutivo del Estado de Hidalgo Segunda Etapa.","Pachuca de Soto",10570782.25,"1","NA"
"885","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2024","Mejoramiento de la imagen urbana en el exterior del edificio de Gobierno del Estado","Pachuca de Soto",3476209.99,"0.55000000000000004","NA"
"886","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2024","Modernización de instalaciones de la feria San Francisco tercera etapa en el municipio de Pachuca de Soto.","Pachuca de Soto",7392847.62,"1","NA"
"887","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2024","Construcción del nuevo Centro Regional de Atención al Contribuyente de Hidalgo en el municipio de Pachuca de Soto .","Pachuca de Soto",10937970.6,"0.19500000000000001","NA"
"888","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2024","Actualización del Proyecto Ejecutivo del Sistema Integral de Saneamiento en la Zona Metropolitana de Pachuca de Soto Hidalgo.","Pachuca de Soto",13417400.05,"0.51429999999999998","NA"
"889","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2024","Alumbrado público ciclovia Colosio- -Río de las Avenidas - Rojo Gómez en el municipio de Pachuca de Soto","Pachuca de Soto",3065409.13,"0.19","NA"
"890","Pachuca De Soto","13048","Pachuca de Soto","Infraestructura Hídrica","2024","Construcción del dren pluvial Norponiente en el municipio de Pachuca de Soto.","Pachuca de Soto",42854334.85,"0.53500000000000003","NA"
"891","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2024","Edificación de Oficinas Administrativas de la Policía Industrial Bancaria del Estado de Hidalgo","Pachuca de Soto",6997273.69,"0.46","NA"
"892","Pachuca De Soto","13048","Pachuca de Soto","Espacios Públicos","2024","Centro de adiestramiento canino.","Pachuca de Soto",5972805.36,"0.61","NA"
